full_text,sentences,cleansing,case folding,tokens,normalize,Stopword,stemming
Kopsu gula aren ny janji_jiwa atau kopken yg 1 liter kynya enak yaa,Kopsu gula aren ny janji_jiwa atau kopken yg 1 liter kynya enak yaa,Kopsu gula aren ny janjijiwa atau kopken yg  liter kynya enak yaa,kopsu gula aren ny janji_jiwa atau kopken yg  liter kynya enak yaa,"['kopsu', 'gula', 'aren', 'ny', 'janji_jiwa', 'atau', 'kopken', 'yg', 'liter', 'kynya', 'enak', 'yaa']","['kopsu', 'gula', 'aren', 'nya', 'janji_jiwa', 'atau', 'kopi kenangan', 'yang', 'liter', 'kynya', 'enak', 'ya']","['kopsu', 'gula', 'aren', 'nya', 'janji_jiwa', 'kopi kenangan', 'liter', 'kynya', 'enak']",kopsu gula aren nya janji_jiwa kopi kenang liter kynya enak
@memeiiipcrmail OH IYA BJIR SKRNG DEKET UIN ADA GACOAANN sumpah uin kampus satu tuh enak bngt ada chatime mixue lawson janji_jiwa trs di pesanggrahan juga banyak jajanan,@memeiiipcrmail OH IYA BJIR SKRNG DEKET UIN ADA GACOAANN sumpah uin kampus satu tuh enak bngt ada chatime mixue lawson janji_jiwa trs di pesanggrahan juga banyak jajanan, OH IYA BJIR SKRNG DEKET UIN ADA GACOAANN sumpah uin kampus satu tuh enak bngt ada chatime mixue lawson janjijiwa trs di pesanggrahan juga banyak jajanan, oh iya bjir skrng deket uin ada gacoaann sumpah uin kampus satu tuh enak bngt ada chatime mixue lawson janji_jiwa trs di pesanggrahan juga banyak jajanan,"['oh', 'iya', 'bjir', 'skrng', 'deket', 'uin', 'ada', 'gacoaann', 'sumpah', 'uin', 'kampus', 'satu', 'tuh', 'enak', 'bngt', 'ada', 'chatime', 'mixue', 'lawson', 'janji_jiwa', 'trs', 'di', 'pesanggrahan', 'juga', 'banyak', 'jajanan']","['oh', 'iya', 'bjir', 'sekarang', 'dekat', 'uin', 'ada', 'gacoaann', 'sumpah', 'uin', 'kampus', 'satu', 'tuh', 'enak', 'banget', 'ada', 'chatime', 'mixue', 'lawson', 'janji_jiwa', 'terus', 'di', 'pesanggrahan', 'juga', 'banyak', 'jajanan']","['iya', 'bjir', 'sekarang', 'dekat', 'uin', 'gacoaann', 'sumpah', 'uin', 'kampus', 'satu', 'tuh', 'enak', 'banget', 'chatime', 'mixue', 'lawson', 'janji_jiwa', 'terus', 'pesanggrahan', 'banyak', 'jajanan']",iya bjir sekarang dekat uin gacoaann sumpah uin kampus satu tuh enak banget chatime mixue lawson janji_jiwa terus pesanggrahan banyak jajan
kode referral app janji_jiwa+: 4FD9XI,kode referral app janji_jiwa+: 4FD9XI,kode referral app janjijiwa FDXI,kode referral app janji_jiwa fdxi,"['kode', 'referral', 'app', 'janji_jiwa', 'fdxi']","['kode', 'referral', 'app', 'janji_jiwa', 'fdxi']","['kode', 'referral', 'app', 'janji_jiwa', 'fdxi']",kode referral app janji_jiwa fdxi
@bawelbangetsih enakan janji_jiwa kopi kenangan atau point coffe?,@bawelbangetsih enakan janji_jiwa kopi kenangan atau point coffe?, enakan janjijiwa kopi kenangan atau point coffe, enakan janji_jiwa kopi kenangan atau point coffe,"['enakan', 'janji_jiwa', 'kopi', 'kenangan', 'atau', 'point', 'coffe']","['lebih enak', 'janji_jiwa', 'kopi', 'kenangan', 'atau', 'point', 'coffe']","['lebih enak', 'janji_jiwa', 'kopi', 'kenangan', 'point', 'coffe']",lebih enak janji_jiwa kopi kenang point coffe
Kyk nya semesta lagi suruh gw galau dah lagi ngantri janji_jiwa eh VIERRA NYANYI LAGU SEANDAINYA. https://t.co/4r1QbNBZaF,Kyk nya semesta lagi suruh gw galau dah lagi ngantri janji_jiwa eh VIERRA NYANYI LAGU SEANDAINYA.,Kyk nya semesta lagi suruh gw galau dah lagi ngantri janjijiwa eh VIERRA NYANYI LAGU SEANDAINYA,kyk nya semesta lagi suruh gw galau dah lagi ngantri janji_jiwa eh vierra nyanyi lagu seandainya,"['kyk', 'nya', 'semesta', 'lagi', 'suruh', 'gw', 'galau', 'dah', 'lagi', 'ngantri', 'janji_jiwa', 'eh', 'vierra', 'nyanyi', 'lagu', 'seandainya']","['kayak', 'nya', 'semesta', 'lagi', 'suruh', 'saya', 'galau', 'deh', 'lagi', 'mengantri', 'janji_jiwa', 'eh', 'vierra', 'nyanyi', 'lagu', 'seandainya']","['kayak', 'nya', 'semesta', 'suruh', 'galau', 'deh', 'mengantri', 'janji_jiwa', 'eh', 'vierra', 'nyanyi', 'lagu', 'seandainya']",kayak nya semesta suruh galau deh antri janji_jiwa eh vierra nyanyi lagu anda
Kyk nya semesta lagi suruh gw galau dah lagi ngantri janji_jiwa eh VIERRA NYANYI LAGU SEANDAINYA. https://t.co/4r1QbNBZaF,https://t.co/4r1QbNBZaF,,,[],[],[],
@wvonbin @1 Kalau lalai lagi janji lagi gak? Kebanyakan janji tar kita bisa bikin franchise janji_jiwa di Busan. Maaf ya Gue gak bermaksud gitu Kok menurut lu gue setega itu Bin ,@wvonbin @1 Kalau lalai lagi janji lagi gak?,  Kalau lalai lagi janji lagi gak,  kalau lalai lagi janji lagi gak,"['kalau', 'lalai', 'lagi', 'janji', 'lagi', 'gak']","['kalau', 'lalai', 'lagi', 'janji', 'lagi', 'enggak']","['kalau', 'lalai', 'janji', 'enggak']",kalau lalai janji enggak
@wvonbin @1 Kalau lalai lagi janji lagi gak? Kebanyakan janji tar kita bisa bikin franchise janji_jiwa di Busan. Maaf ya Gue gak bermaksud gitu Kok menurut lu gue setega itu Bin ,Kebanyakan janji tar kita bisa bikin franchise janji_jiwa di Busan.,Kebanyakan janji tar kita bisa bikin franchise janjijiwa di Busan,kebanyakan janji tar kita bisa bikin franchise janji_jiwa di busan,"['kebanyakan', 'janji', 'tar', 'kita', 'bisa', 'bikin', 'franchise', 'janji_jiwa', 'di', 'busan']","['kebanyakan', 'janji', 'entar', 'kita', 'bisa', 'bikin', 'franchise', 'janji_jiwa', 'di', 'busan']","['kebanyakan', 'janji', 'entar', 'bikin', 'franchise', 'janji_jiwa', 'busan']",banyak janji entar bikin franchise janji_jiwa bus
@wvonbin @1 Kalau lalai lagi janji lagi gak? Kebanyakan janji tar kita bisa bikin franchise janji_jiwa di Busan. Maaf ya Gue gak bermaksud gitu Kok menurut lu gue setega itu Bin ,Maaf ya Gue gak bermaksud gitu Kok menurut lu gue setega itu Bin,Maaf ya Gue gak bermaksud gitu Kok menurut lu gue setega itu Bin,maaf ya gue gak bermaksud gitu kok menurut lu gue setega itu bin,"['maaf', 'ya', 'gue', 'gak', 'bermaksud', 'gitu', 'kok', 'menurut', 'lu', 'gue', 'setega', 'itu', 'bin']","['maaf', 'ya', 'saya', 'enggak', 'bermaksud', 'begitu', 'kok', 'menurut', 'kamu', 'saya', 'setega', 'itu', 'bin']","['maaf', 'enggak', 'bermaksud', 'kok', 'kamu', 'setega', 'bin']",maaf enggak maksud kok kamu tega bin
@hell00sunshine Ngeri juga ya janji_jiwa ini semoga ga kenapa2 lah yaa ,@hell00sunshine Ngeri juga ya janji_jiwa ini semoga ga kenapa2 lah yaa, Ngeri juga ya janjijiwa ini semoga ga kenapa lah yaa, ngeri juga ya janji_jiwa ini semoga ga kenapa lah yaa,"['ngeri', 'juga', 'ya', 'janji_jiwa', 'ini', 'semoga', 'ga', 'kenapa', 'lah', 'yaa']","['ngeri', 'juga', 'ya', 'janji_jiwa', 'ini', 'semoga', 'engga', 'kenapa', 'lah', 'ya']","['ngeri', 'janji_jiwa', 'semoga', 'engga', 'lah']",ngeri janji_jiwa moga engga lah
@hell00sunshine Fore sama kopi kenangan udah yg paling bener kalo mau order kopi janji_jiwa akhir2 ini emang kopinya asem2 killer,@hell00sunshine Fore sama kopi kenangan udah yg paling bener kalo mau order kopi janji_jiwa akhir2 ini emang kopinya asem2 killer, Fore sama kopi kenangan udah yg paling bener kalo mau order kopi janjijiwa akhir ini emang kopinya asem killer, fore sama kopi kenangan udah yg paling bener kalo mau order kopi janji_jiwa akhir ini emang kopinya asem killer,"['fore', 'sama', 'kopi', 'kenangan', 'udah', 'yg', 'paling', 'bener', 'kalo', 'mau', 'order', 'kopi', 'janji_jiwa', 'akhir', 'ini', 'emang', 'kopinya', 'asem', 'killer']","['fore', 'sama', 'kopi', 'kenangan', 'sudah', 'yang', 'paling', 'benar', 'kalo', 'mau', 'order', 'kopi', 'janji_jiwa', 'akhir', 'ini', 'memang', 'kopinya', 'asem', 'killer']","['fore', 'sama', 'kopi', 'kenangan', 'paling', 'benar', 'kalo', 'mau', 'order', 'kopi', 'janji_jiwa', 'akhir', 'memang', 'kopinya', 'asem', 'killer']",fore sama kopi kenang paling benar kalo mau order kopi janji_jiwa akhir memang kopi asem killer
@lemonsquaZes Enak ngga?? Udah lama banget ga minum janji_jiwa,@lemonsquaZes Enak ngga??, Enak ngga, enak ngga,"['enak', 'ngga']","['enak', 'enggak']","['enak', 'enggak']",enak enggak
@lemonsquaZes Enak ngga?? Udah lama banget ga minum janji_jiwa,Udah lama banget ga minum janji_jiwa,Udah lama banget ga minum janjijiwa,udah lama banget ga minum janji_jiwa,"['udah', 'lama', 'banget', 'ga', 'minum', 'janji_jiwa']","['sudah', 'lama', 'banget', 'engga', 'minum', 'janji_jiwa']","['lama', 'banget', 'engga', 'minum', 'janji_jiwa']",lama banget engga minum janji_jiwa
@Akiii_va @hololive_Id janji_jiwa mah merek kopi ,@Akiii_va @hololive_Id janji_jiwa mah merek kopi,  janjijiwa mah merek kopi,  janji_jiwa mah merek kopi,"['janji_jiwa', 'mah', 'merek', 'kopi']","['janji_jiwa', 'mah', 'merek', 'kopi']","['janji_jiwa', 'mah', 'merek', 'kopi']",janji_jiwa mah merek kopi
Pengganti Starbak Fore Tuku Kopken janji_jiwa dan segala kopi kekinian... https://t.co/hyacHb8NS6,Pengganti Starbak Fore Tuku Kopken janji_jiwa dan segala kopi kekinian... https://t.co/hyacHb8NS6,Pengganti Starbak Fore Tuku Kopken janjijiwa dan segala kopi kekinian ,pengganti starbak fore tuku kopken janji_jiwa dan segala kopi kekinian ,"['pengganti', 'starbak', 'fore', 'tuku', 'kopken', 'janji_jiwa', 'dan', 'segala', 'kopi', 'kekinian']","['pengganti', 'starbak', 'fore', 'tuku', 'kopi kenangan', 'janji_jiwa', 'dan', 'segala', 'kopi', 'kekinian']","['pengganti', 'starbak', 'fore', 'tuku', 'kopi kenangan', 'janji_jiwa', 'segala', 'kopi', 'kekinian']",ganti starbak fore tuku kopi kenang janji_jiwa segala kopi kini
janji_jiwa ~ syarat dan ketentuan berlaku https://t.co/OsZgKDV63c,janji_jiwa ~ syarat dan ketentuan berlaku https://t.co/OsZgKDV63c,janjijiwa  syarat dan ketentuan berlaku ,janji_jiwa  syarat dan ketentuan berlaku ,"['janji_jiwa', 'syarat', 'dan', 'ketentuan', 'berlaku']","['janji_jiwa', 'syarat', 'dan', 'ketentuan', 'berlaku']","['janji_jiwa', 'syarat', 'ketentuan', 'berlaku']",janji_jiwa syarat tentu laku
janji_jiwa ~ syarat dan ketentuan berlaku https://t.co/9rSHnlIcFv,janji_jiwa ~ syarat dan ketentuan berlaku https://t.co/9rSHnlIcFv,janjijiwa  syarat dan ketentuan berlaku ,janji_jiwa  syarat dan ketentuan berlaku ,"['janji_jiwa', 'syarat', 'dan', 'ketentuan', 'berlaku']","['janji_jiwa', 'syarat', 'dan', 'ketentuan', 'berlaku']","['janji_jiwa', 'syarat', 'ketentuan', 'berlaku']",janji_jiwa syarat tentu laku
@aku_love_bot Apa sih yang enggak buat anak pelosok yang kalau ke janji_jiwa harus naik motor tiga jam. ,@aku_love_bot Apa sih yang enggak buat anak pelosok yang kalau ke janji_jiwa harus naik motor tiga jam., Apa sih yang enggak buat anak pelosok yang kalau ke janjijiwa harus naik motor tiga jam, apa sih yang enggak buat anak pelosok yang kalau ke janji_jiwa harus naik motor tiga jam,"['apa', 'sih', 'yang', 'enggak', 'buat', 'anak', 'pelosok', 'yang', 'kalau', 'ke', 'janji_jiwa', 'harus', 'naik', 'motor', 'tiga', 'jam']","['apa', 'sih', 'yang', 'enggak', 'buat', 'anak', 'pelosok', 'yang', 'kalau', 'ke', 'janji_jiwa', 'harus', 'naik', 'motor', 'tiga', 'jam']","['apa', 'sih', 'enggak', 'buat', 'anak', 'pelosok', 'kalau', 'janji_jiwa', 'naik', 'motor', 'tiga', 'jam']",apa sih enggak buat anak pelosok kalau janji_jiwa naik motor tiga jam
@Akiii_va @hololive_Id janji_jiwa ,@Akiii_va @hololive_Id janji_jiwa,  janjijiwa,  janji_jiwa,['janji_jiwa'],['janji_jiwa'],['janji_jiwa'],janji_jiwa
@kureijiollie kopi janji_jiwa?,@kureijiollie kopi janji_jiwa?, kopi janjijiwa, kopi janji_jiwa,"['kopi', 'janji_jiwa']","['kopi', 'janji_jiwa']","['kopi', 'janji_jiwa']",kopi janji_jiwa
ngeliat antrian fisik kayak gini yang ada cuman bikin gw salut sama coffee chain yang melek teknologi. Kopi Kenangan janji_jiwa Fore semua bisa antri dengan tenang sambil duduk. Atau mungkin pas masih jogging bisa pesen kelar jogging pesanan udah jadi ,ngeliat antrian fisik kayak gini yang ada cuman bikin gw salut sama coffee chain yang melek teknologi.,ngeliat antrian fisik kayak gini yang ada cuman bikin gw salut sama coffee chain yang melek teknologi,ngeliat antrian fisik kayak gini yang ada cuman bikin gw salut sama coffee chain yang melek teknologi,"['ngeliat', 'antrian', 'fisik', 'kayak', 'gini', 'yang', 'ada', 'cuman', 'bikin', 'gw', 'salut', 'sama', 'coffee', 'chain', 'yang', 'melek', 'teknologi']","['melihat', 'antrian', 'fisik', 'kayak', 'begini', 'yang', 'ada', 'cuman', 'bikin', 'saya', 'salut', 'sama', 'coffee', 'chain', 'yang', 'melek', 'teknologi']","['melihat', 'antrian', 'fisik', 'kayak', 'begini', 'cuman', 'bikin', 'salut', 'sama', 'coffee', 'chain', 'melek', 'teknologi']",lihat antri fisik kayak begini cuman bikin salut sama coffee chain melek teknologi
ngeliat antrian fisik kayak gini yang ada cuman bikin gw salut sama coffee chain yang melek teknologi. Kopi Kenangan janji_jiwa Fore semua bisa antri dengan tenang sambil duduk. Atau mungkin pas masih jogging bisa pesen kelar jogging pesanan udah jadi ,Kopi Kenangan janji_jiwa Fore semua bisa antri dengan tenang sambil duduk.,Kopi Kenangan janjijiwa Fore semua bisa antri dengan tenang sambil duduk,kopi kenangan janji_jiwa fore semua bisa antri dengan tenang sambil duduk,"['kopi', 'kenangan', 'janji_jiwa', 'fore', 'semua', 'bisa', 'antri', 'dengan', 'tenang', 'sambil', 'duduk']","['kopi', 'kenangan', 'janji_jiwa', 'fore', 'semua', 'bisa', 'antri', 'dengan', 'tenang', 'sambil', 'duduk']","['kopi', 'kenangan', 'janji_jiwa', 'fore', 'semua', 'antri', 'tenang', 'duduk']",kopi kenang janji_jiwa fore semua antri tenang duduk
ngeliat antrian fisik kayak gini yang ada cuman bikin gw salut sama coffee chain yang melek teknologi. Kopi Kenangan janji_jiwa Fore semua bisa antri dengan tenang sambil duduk. Atau mungkin pas masih jogging bisa pesen kelar jogging pesanan udah jadi ,Atau mungkin pas masih jogging bisa pesen kelar jogging pesanan udah jadi,Atau mungkin pas masih jogging bisa pesen kelar jogging pesanan udah jadi,atau mungkin pas masih jogging bisa pesen kelar jogging pesanan udah jadi,"['atau', 'mungkin', 'pas', 'masih', 'jogging', 'bisa', 'pesen', 'kelar', 'jogging', 'pesanan', 'udah', 'jadi']","['atau', 'mungkin', 'pas', 'masih', 'jogging', 'bisa', 'pesan', 'kelar', 'jogging', 'pesanan', 'sudah', 'jadi']","['mungkin', 'pas', 'jogging', 'pesan', 'kelar', 'jogging', 'pesanan', 'jadi']",mungkin pas jogging pesan kelar jogging pesan jadi
@hololive_Id Efek kebanyakan ngopi baca jiwa karya auto typo janji_jiwa,@hololive_Id Efek kebanyakan ngopi baca jiwa karya auto typo janji_jiwa, Efek kebanyakan ngopi baca jiwa karya auto typo janjijiwa, efek kebanyakan ngopi baca jiwa karya auto typo janji_jiwa,"['efek', 'kebanyakan', 'ngopi', 'baca', 'jiwa', 'karya', 'auto', 'typo', 'janji_jiwa']","['efek', 'kebanyakan', 'minum kopi', 'baca', 'jiwa', 'karya', 'auto', 'typo', 'janji_jiwa']","['efek', 'kebanyakan', 'minum kopi', 'baca', 'jiwa', 'karya', 'auto', 'typo', 'janji_jiwa']",efek banyak minum kopi baca jiwa karya auto typo janji_jiwa
@hololive_Id Bjirr gw baca nya janji_jiwa Ditunggu announcement nya Mchan ,@hololive_Id Bjirr gw baca nya janji_jiwa Ditunggu announcement nya Mchan, Bjirr gw baca nya janjijiwa Ditunggu announcement nya Mchan, bjirr gw baca nya janji_jiwa ditunggu announcement nya mchan,"['bjirr', 'gw', 'baca', 'nya', 'janji_jiwa', 'ditunggu', 'announcement', 'nya', 'mchan']","['bjirr', 'saya', 'baca', 'nya', 'janji_jiwa', 'ditunggu', 'announcement', 'nya', 'mchan']","['bjirr', 'baca', 'nya', 'janji_jiwa', 'ditunggu', 'announcement', 'nya', 'mchan']",bjirr baca nya janji_jiwa tunggu announcement nya mchan
@permpek Mending beli toast janji_jiwa ngga si?wkwk,@permpek Mending beli toast janji_jiwa ngga si?wkwk, Mending beli toast janjijiwa ngga siwkwk, mending beli toast janji_jiwa ngga siwkwk,"['mending', 'beli', 'toast', 'janji_jiwa', 'ngga', 'siwkwk']","['lebih baik', 'beli', 'toast', 'janji_jiwa', 'enggak', 'siwkwk']","['lebih baik', 'beli', 'toast', 'janji_jiwa', 'enggak', 'siwkwk']",lebih baik beli toast janji_jiwa enggak siwkwk
Ga sengaja ketemu di janji_jiwa tgl 16 Mei 2021 pas jaman covid udah 3 tahun lebih berarti,Ga sengaja ketemu di janji_jiwa tgl 16 Mei 2021 pas jaman covid udah 3 tahun lebih berarti,Ga sengaja ketemu di janjijiwa tgl  Mei  pas jaman covid udah  tahun lebih berarti,ga sengaja ketemu di janji_jiwa tgl  mei  pas jaman covid udah  tahun lebih berarti,"['ga', 'sengaja', 'ketemu', 'di', 'janji_jiwa', 'tgl', 'mei', 'pas', 'jaman', 'covid', 'udah', 'tahun', 'lebih', 'berarti']","['engga', 'sengaja', 'ketemu', 'di', 'janji_jiwa', 'tanggal', 'mei', 'pas', 'jaman', 'covid', 'sudah', 'tahun', 'lebih', 'berarti']","['engga', 'sengaja', 'ketemu', 'janji_jiwa', 'tanggal', 'mei', 'pas', 'jaman', 'covid', 'tahun', 'lebih', 'berarti']",engga sengaja ketemu janji_jiwa tanggal mei pas jaman covid tahun lebih arti
Pls kasirnya gada ngasih solusi apapun ajg dia cuman bilang gabisa kak sambil ngasih liat tabletnya gue badmood langsung cabut ke janji_jiwa karna emang dekat dari situ padahal gue lebih suka tomoro,Pls kasirnya gada ngasih solusi apapun ajg dia cuman bilang gabisa kak sambil ngasih liat tabletnya gue badmood langsung cabut ke janji_jiwa karna emang dekat dari situ padahal gue lebih suka tomoro,Pls kasirnya gada ngasih solusi apapun ajg dia cuman bilang gabisa kak sambil ngasih liat tabletnya gue badmood langsung cabut ke janjijiwa karna emang dekat dari situ padahal gue lebih suka tomoro,pls kasirnya gada ngasih solusi apapun ajg dia cuman bilang gabisa kak sambil ngasih liat tabletnya gue badmood langsung cabut ke janji_jiwa karna emang dekat dari situ padahal gue lebih suka tomoro,"['pls', 'kasirnya', 'gada', 'ngasih', 'solusi', 'apapun', 'ajg', 'dia', 'cuman', 'bilang', 'gabisa', 'kak', 'sambil', 'ngasih', 'liat', 'tabletnya', 'gue', 'badmood', 'langsung', 'cabut', 'ke', 'janji_jiwa', 'karna', 'emang', 'dekat', 'dari', 'situ', 'padahal', 'gue', 'lebih', 'suka', 'tomoro']","['tolong', 'kasirnya', 'enggak ada', 'mengasih', 'solusi', 'apapun', 'ajg', 'dia', 'cuman', 'bilang', 'enggak bisa', 'kak', 'sambil', 'mengasih', 'lihat', 'tabletnya', 'saya', 'badmood', 'langsung', 'cabut', 'ke', 'janji_jiwa', 'karena', 'memang', 'dekat', 'dari', 'situ', 'padahal', 'saya', 'lebih', 'suka', 'tomoro']","['kasirnya', 'enggak ada', 'mengasih', 'solusi', 'apapun', 'ajg', 'cuman', 'bilang', 'enggak bisa', 'kak', 'mengasih', 'lihat', 'tabletnya', 'badmood', 'langsung', 'cabut', 'janji_jiwa', 'memang', 'dekat', 'situ', 'padahal', 'lebih', 'suka', 'tomoro']",kasir enggak ada asih solusi apa ajg cuman bilang enggak bisa kak asih lihat tablet badmood langsung cabut janji_jiwa memang dekat situ padahal lebih suka tomoro
Fore discount 50% pake referral 7E6253 https://t.co/MEOy2XYB1Q Tomoro beli kopi cuma 9k reff 8236OK https://t.co/4nKgXIi061 janji_jiwa 50% off kode NOVE7J https://t.co/4fkgMIPgK2 T. Promo coffee jajan murah butterscotch latte matcha mocha diskon ngopi toast burger #zonajajan https://t.co/CEmXPHyphE,Fore discount 50% pake referral 7E6253 https://t.co/MEOy2XYB1Q Tomoro beli kopi cuma 9k reff 8236OK https://t.co/4nKgXIi061 janji_jiwa 50% off kode NOVE7J https://t.co/4fkgMIPgK2 T. Promo coffee jajan murah butterscotch latte matcha mocha diskon ngopi toast burger #zonajajan https://t.co/CEmXPHyphE,Fore discount  pake referral E  Tomoro beli kopi cuma k reff OK  janjijiwa  off kode NOVEJ  T Promo coffee jajan murah butterscotch latte matcha mocha diskon ngopi toast burger zonajajan ,fore discount  pake referral e  tomoro beli kopi cuma k reff ok  janji_jiwa  off kode novej  t promo coffee jajan murah butterscotch latte matcha mocha diskon ngopi toast burger zonajajan ,"['fore', 'discount', 'pake', 'referral', 'e', 'tomoro', 'beli', 'kopi', 'cuma', 'k', 'reff', 'ok', 'janji_jiwa', 'off', 'kode', 'novej', 't', 'promo', 'coffee', 'jajan', 'murah', 'butterscotch', 'latte', 'matcha', 'mocha', 'diskon', 'ngopi', 'toast', 'burger', 'zonajajan']","['fore', 'discount', 'pakai', 'referral', 'e', 'tomoro', 'beli', 'kopi', 'cuma', 'ke', 'reff', 'ok', 'janji_jiwa', 'off', 'kode', 'novej', 't', 'promo', 'coffee', 'jajan', 'murah', 'butterscotch', 'latte', 'matcha', 'mocha', 'diskon', 'minum kopi', 'toast', 'burger', 'zonajajan']","['fore', 'discount', 'pakai', 'referral', 'e', 'tomoro', 'beli', 'kopi', 'cuma', 'reff', 'janji_jiwa', 'off', 'kode', 'novej', 't', 'promo', 'coffee', 'jajan', 'murah', 'butterscotch', 'latte', 'matcha', 'mocha', 'diskon', 'minum kopi', 'toast', 'burger', 'zonajajan']",fore discount pakai referral e tomoro beli kopi cuma reff janji_jiwa off kode novej t promo coffee jajan murah butterscotch latte matcha mocha diskon minum kopi toast burger zonajajan
@cutieezzaf @fauzanmuhajir Sama Dunkin Donut aja jauh yang notabene Dunkin juga jualan Kopi kan. Belum lah itu. Fore itu masih sama kek janji_jiwa sama Kenangan kan dia basicnya Coffee Shop UMKM yang baru naik kelas jadi startup karna Venture. Blom PT formal bahkan udah sampe manufacturing seproper Excelso,@cutieezzaf @fauzanmuhajir Sama Dunkin Donut aja jauh yang notabene Dunkin juga jualan Kopi kan. Belum lah itu.,  Sama Dunkin Donut aja jauh yang notabene Dunkin juga jualan Kopi kan Belum lah itu,  sama dunkin donut aja jauh yang notabene dunkin juga jualan kopi kan belum lah itu,"['sama', 'dunkin', 'donut', 'aja', 'jauh', 'yang', 'notabene', 'dunkin', 'juga', 'jualan', 'kopi', 'kan', 'belum', 'lah', 'itu']","['sama', 'dunkin', 'donut', 'saja', 'jauh', 'yang', 'notabene', 'dunkin', 'juga', 'jualan', 'kopi', 'kan', 'belum', 'lah', 'itu']","['sama', 'dunkin', 'donut', 'jauh', 'notabene', 'dunkin', 'jualan', 'kopi', 'kan', 'lah']",sama dunkin donut jauh notabene dunkin jual kopi kan lah
@cutieezzaf @fauzanmuhajir Sama Dunkin Donut aja jauh yang notabene Dunkin juga jualan Kopi kan. Belum lah itu. Fore itu masih sama kek janji_jiwa sama Kenangan kan dia basicnya Coffee Shop UMKM yang baru naik kelas jadi startup karna Venture. Blom PT formal bahkan udah sampe manufacturing seproper Excelso,Fore itu masih sama kek janji_jiwa sama Kenangan kan dia basicnya Coffee Shop UMKM yang baru naik kelas jadi startup karna Venture.,Fore itu masih sama kek janjijiwa sama Kenangan kan dia basicnya Coffee Shop UMKM yang baru naik kelas jadi startup karna Venture,fore itu masih sama kek janji_jiwa sama kenangan kan dia basicnya coffee shop umkm yang baru naik kelas jadi startup karna venture,"['fore', 'itu', 'masih', 'sama', 'kek', 'janji_jiwa', 'sama', 'kenangan', 'kan', 'dia', 'basicnya', 'coffee', 'shop', 'umkm', 'yang', 'baru', 'naik', 'kelas', 'jadi', 'startup', 'karna', 'venture']","['fore', 'itu', 'masih', 'sama', 'kayak', 'janji_jiwa', 'sama', 'kenangan', 'kan', 'dia', 'basicnya', 'coffee', 'shop', 'umkm', 'yang', 'baru', 'naik', 'kelas', 'jadi', 'startup', 'karena', 'venture']","['fore', 'sama', 'kayak', 'janji_jiwa', 'sama', 'kenangan', 'kan', 'basicnya', 'coffee', 'shop', 'umkm', 'baru', 'naik', 'kelas', 'jadi', 'startup', 'venture']",fore sama kayak janji_jiwa sama kenang kan basicnya coffee shop umkm baru naik kelas jadi startup venture
